Time,Symbol,Price,Quantity,Type,Status,Value,Tag
2007-10-01T14:00:00Z,AMZN,4.646573505,772,Market,Filled,3587.15474586,"" 
2007-10-01T14:00:00Z,JNJ,38.19338757,78,Market,Filled,2979.08423046,"" 
2007-10-01T14:00:00Z,NVDA,0.8296424106,4325,Market,Filled,3588.203425845,"" 
2007-10-01T14:00:00Z,PG,41.10634374,72,Market,Filled,2959.65674928,"" 
2007-10-01T14:00:00Z,XLV,25.649288251,116,Market,Filled,2975.317437116,"" 
2007-10-08T14:00:00Z,AAPL,4.830882685638,700,Market,Filled,3381.6178799466,"" 
2007-10-08T14:00:00Z,AMZN,4.660540661,-46,Market,Filled,-214.384870406,"" 
2007-10-08T14:00:00Z,GOOGL,14.743521704175,229,Market,Filled,3376.2664702561,"" 
2007-10-08T14:00:00Z,NVDA,0.845438582325,-323,Market,Filled,-273.07666209097,"" 
2007-10-15T14:00:00Z,XLV,26.214601753,-116,Market,Filled,-3040.893803348,"" 
2007-10-15T14:00:00Z,AAPL,5.0013000102335,-43,Market,Filled,-215.05590044004,"" 
2007-10-15T14:00:00Z,COST,46.8686532,70,Market,Filled,3280.805724,"" 
2007-10-15T14:00:00Z,GOOGL,15.81031265055,-22,Market,Filled,-347.8268783121,"" 
2007-10-15T14:00:00Z,LLY,34.410424032,95,Market,Filled,3268.99028304,"" 
2007-10-22T14:00:00Z,COST,45.248927685,-70,Market,Filled,-3167.42493795,"" 
2007-10-22T14:00:00Z,LLY,32.96490417,-95,Market,Filled,-3131.66589615,"" 
2007-10-22T14:00:00Z,VIG,38.588374528,78,Market,Filled,3009.893213184,"" 
2007-10-29T14:00:00Z,NVDA,0.787519286,-4002,Market,Filled,-3151.652182572,"" 
2007-10-29T14:00:00Z,AAPL,5.5221192724183,-39,Market,Filled,-215.36265162431,"" 
2007-10-29T14:00:00Z,AMZN,4.489443,34,Market,Filled,152.641062,"" 
2007-10-29T14:00:00Z,MSFT,24.922780088,137,Market,Filled,3414.420872056,"" 
2007-11-05T15:00:00Z,VIG,38.526709867,-78,Market,Filled,-3005.083369626,"" 
2007-11-05T15:00:00Z,AMZN,4.288914546,40,Market,Filled,171.55658184,"" 
2007-11-05T15:00:00Z,GOOGL,17.624972371875,-13,Market,Filled,-229.12464083437,"" 
2007-11-05T15:00:00Z,MSFT,26.367063376,-7,Market,Filled,-184.569443632,"" 
2007-11-05T15:00:00Z,XLV,25.671031078,118,Market,Filled,3029.181667204,"" 
2007-11-12T15:00:00Z,AMZN,3.937740338,-800,Market,Filled,-3150.1922704,"" 
2007-11-12T15:00:00Z,XLV,25.279660192,-118,Market,Filled,-2982.999902656,"" 
2007-11-12T15:00:00Z,AAPL,4.9441952576059,48,Market,Filled,237.32137236508,"" 
2007-11-12T15:00:00Z,MSFT,23.997869608,7,Market,Filled,167.985087256,"" 
2007-11-12T15:00:00Z,NFLX,0.360713925,9126,Market,Filled,3291.87527955,"" 
2007-11-12T15:00:00Z,XLU,10.950885264,267,Market,Filled,2923.886365488,"" 
2007-11-19T15:00:00Z,NFLX,0.33999966,-9126,Market,Filled,-3102.83689716,"" 
2007-11-19T15:00:00Z,COST,46.04155932,71,Market,Filled,3268.95071172,"" 
2007-11-19T15:00:00Z,GOOGL,15.701527232325,15,Market,Filled,235.52290848487,"" 
2007-11-19T15:00:00Z,PG,42.85937004,-4,Market,Filled,-171.43748016,"" 
2007-11-26T15:00:00Z,XLU,10.966559241,-267,Market,Filled,-2928.071317347,"" 
2007-11-26T15:00:00Z,GOOGL,16.76881378425,-11,Market,Filled,-184.45695162675,"" 
2007-11-26T15:00:00Z,XLV,25.562316943,115,Market,Filled,2939.666448445,"" 
2007-12-03T15:00:00Z,XLV,26.417534805,-115,Market,Filled,-3038.016502575,"" 
2007-12-03T15:00:00Z,AAPL,5.4479727873311,-48,Market,Filled,-261.50269379189,"" 
2007-12-03T15:00:00Z,XLU,11.1624839535,268,Market,Filled,2991.545699538,"" 
2007-12-17T15:00:00Z,XLU,11.3192237235,-268,Market,Filled,-3033.551957898,"" 
2007-12-17T15:00:00Z,XLV,25.94644022,116,Market,Filled,3009.78706552,"" 
2007-12-24T15:00:00Z,GOOGL,17.264171531475,-198,Market,Filled,-3418.3059632321,"" 
2007-12-24T15:00:00Z,XLV,26.11397951,-116,Market,Filled,-3029.22162316,"" 
2007-12-24T15:00:00Z,NFLX,0.40142817,8585,Market,Filled,3446.26083945,"" 
2007-12-24T15:00:00Z,XLU,11.3372407275,270,Market,Filled,3061.054996425,"" 
2007-12-31T15:00:00Z,XLU,11.29775649,-270,Market,Filled,-3050.3942523,"" 
2007-12-31T15:00:00Z,AAPL,5.9744726270024,-43,Market,Filled,-256.9023229611,"" 
2007-12-31T15:00:00Z,DUK,26.62794645,114,Market,Filled,3035.5858953,"" 
2008-01-14T15:00:00Z,COST,45.887425948,-71,Market,Filled,-3258.007242308,"" 
2008-01-14T15:00:00Z,NFLX,0.334428237,-8585,Market,Filled,-2871.066414645,"" 
2008-01-14T15:00:00Z,AAPL,5.159758224331,-237,Market,Filled,-1222.8626991665,"" 
2008-01-14T15:00:00Z,JNJ,39.700380038,-5,Market,Filled,-198.50190019,"" 
2008-01-14T15:00:00Z,MSFT,24.212838848,-65,Market,Filled,-1573.83452512,"" 
2008-01-22T15:00:00Z,AAPL,4.8243051748642,-338,Market,Filled,-1630.6151491041,"" 
2008-01-22T15:00:00Z,MSFT,23.563260919,73,Market,Filled,1720.118047087,"" 
2008-01-22T15:00:00Z,PG,39.614460552,4,Market,Filled,158.457842208,"" 
2008-01-28T15:00:00Z,DUK,23.55851814,-114,Market,Filled,-2685.67106796,"" 
2008-01-28T15:00:00Z,JNJ,36.524115656,-73,Market,Filled,-2666.260442888,"" 
2008-01-28T15:00:00Z,PG,38.529455976,-72,Market,Filled,-2774.120830272,"" 
2008-01-28T15:00:00Z,MSFT,23.513293386,-26,Market,Filled,-611.345628036,"" 
2008-02-04T15:00:00Z,MSFT,21.764429731,-119,Market,Filled,-2589.967137989,"" 
2008-02-04T15:00:00Z,COST,46.826864444,59,Market,Filled,2762.785002196,"" 
2008-02-11T15:00:00Z,COST,43.683890064,-59,Market,Filled,-2577.349513776,"" 
2008-02-19T15:00:00Z,NFLX,0.37999962,7306,Market,Filled,2776.27722372,"" 
2008-02-25T15:00:00Z,JNJ,37.237874808,299,Market,Filled,11134.124567592,"" 
2008-03-03T15:00:00Z,JNJ,36.519497084,-299,Market,Filled,-10919.329628116,"" 
2008-03-03T15:00:00Z,NFLX,0.451142406,-1086,Market,Filled,-489.940652916,"" 
2008-03-24T14:00:00Z,JNJ,38.521533364,147,Market,Filled,5662.665404508,"" 
2008-03-24T14:00:00Z,NFLX,0.517713768,-720,Market,Filled,-372.75391296,"" 
2008-03-24T14:00:00Z,PG,40.870471284,139,Market,Filled,5680.995508476,"" 
2008-04-21T14:00:00Z,PG,39.847150442,-139,Market,Filled,-5538.753911438,"" 
2008-04-21T14:00:00Z,NFLX,0.550856592,-307,Market,Filled,-169.112973744,"" 
2008-04-21T14:00:00Z,XLU,10.769663871,531,Market,Filled,5718.691515501,"" 
2008-04-28T14:00:00Z,NFLX,0.485142372,-5193,Market,Filled,-2519.344337796,"" 
2008-04-28T14:00:00Z,COST,49.528723034,68,Market,Filled,3367.953166312,"" 
2008-04-28T14:00:00Z,JNJ,39.675648396,-41,Market,Filled,-1626.701584236,"" 
2008-04-28T14:00:00Z,XLU,10.695426897,-135,Market,Filled,-1443.882631095,"" 
2008-05-05T14:00:00Z,XLU,10.8412495245,-396,Market,Filled,-4293.134811702,"" 
2008-05-05T14:00:00Z,DUK,25.23252429,112,Market,Filled,2826.04272048,"" 
2008-05-05T14:00:00Z,JNJ,40.193822492,-36,Market,Filled,-1446.977609712,"" 
2008-05-05T14:00:00Z,VIG,38.15410064,74,Market,Filled,2823.40344736,"" 
2008-05-12T14:00:00Z,DUK,24.50249334,-112,Market,Filled,-2744.27925408,"" 
2008-05-12T14:00:00Z,VIG,37.29670512,-74,Market,Filled,-2759.95617888,"" 
2008-05-12T14:00:00Z,JNJ,39.210469378,37,Market,Filled,1450.787366986,"" 
2008-05-12T14:00:00Z,XLU,10.626492564,397,Market,Filled,4218.717547908,"" 
2008-05-19T14:00:00Z,AAPL,5.613307489965,201,Market,Filled,1128.274805483,"" 
2008-05-19T14:00:00Z,COST,50.836389229,-46,Market,Filled,-2338.473904534,"" 
2008-05-19T14:00:00Z,JNJ,39.263464456,-35,Market,Filled,-1374.22125596,"" 
2008-05-19T14:00:00Z,NFLX,0.452285262,2506,Market,Filled,1133.426866572,"" 
2008-05-19T14:00:00Z,VIG,38.08495584,74,Market,Filled,2818.28673216,"" 
2008-05-19T14:00:00Z,XLU,10.8253416015,-136,Market,Filled,-1472.246457804,"" 
2008-05-27T14:00:00Z,COST,49.483434964,-22,Market,Filled,-1088.635569208,"" 
2008-05-27T14:00:00Z,NFLX,0.445856697,-2506,Market,Filled,-1117.316882682,"" 
2008-05-27T14:00:00Z,VIG,37.1999024,-74,Market,Filled,-2752.7927776,"" 
